sheet,nj,bk,kfc,roys,wendys,co_owned,southj,centralj,northj,pa1,pa2,wage,fte_obs,post
49,0,0,1,0,0,0,0,0,0,1,0,4.45,11.5,1
506,0,0,1,0,0,1,0,0,0,1,0,5.0,10.5,1
56,0,0,0,0,1,1,0,0,0,1,0,5.25,20.0,1
61,0,0,0,0,1,1,0,0,0,1,0,4.75,35.5,1
62,0,0,0,0,1,1,0,0,0,1,0,,,1
445,0,1,0,0,0,0,0,0,0,0,1,4.75,29.0,1
451,0,1,0,0,0,0,0,0,0,0,1,5.0,36.5,1
455,0,0,1,0,0,1,0,0,0,0,1,5.0,11.0,1
458,0,0,1,0,0,1,0,0,0,1,0,5.0,8.5,1
462,0,0,0,1,0,1,0,0,0,0,1,4.75,17.5,1
468,0,1,0,0,0,0,0,0,0,0,1,5.0,29.0,1
469,0,1,0,0,0,0,0,0,0,0,1,4.5,30.5,1
470,0,1,0,0,0,0,0,0,0,0,1,4.75,26.0,1
474,0,1,0,0,0,0,0,0,0,0,1,4.5,18.0,1
481,0,0,1,0,0,1,0,0,0,0,1,5.0,20.0,1
483,0,0,1,0,0,1,0,0,0,0,1,4.75,13.5,1
487,0,0,0,1,0,1,0,0,0,0,1,4.75,19.0,1
488,0,0,0,1,0,0,0,0,0,0,1,4.75,15.5,1
489,0,0,0,1,0,0,0,0,0,0,1,4.25,14.5,1
490,0,0,0,1,0,1,0,0,0,0,1,5.0,14.0,1
493,0,0,0,1,0,1,0,0,0,1,0,4.9,19.0,1
495,0,0,0,1,0,0,0,0,0,0,1,5.0,21.0,1
496,0,0,0,1,0,1,0,0,0,0,1,4.75,18.0,1
499,0,0,0,0,1,1,0,0,0,0,1,5.0,20.5,1
509,0,0,0,1,0,1,0,0,0,0,1,4.25,13.5,1
515,0,0,0,1,0,1,0,0,0,0,1,4.75,17.5,1
37,0,1,0,0,0,0,0,0,0,1,0,4.25,25.5,1
39,0,1,0,0,0,0,0,0,0,1,0,,15.5,1
40,0,1,0,0,0,0,0,0,0,1,0,4.25,25.5,1
41,0,1,0,0,0,0,0,0,0,1,0,4.25,27.0,1
42,0,1,0,0,0,0,0,0,0,1,0,4.25,16.0,1
45,0,1,0,0,0,0,0,0,0,1,0,4.25,19.0,1
47,0,1,0,0,0,0,0,0,0,1,0,4.25,24.5,1
48,0,1,0,0,0,0,0,0,0,1,0,4.38,25.0,1
50,0,0,1,0,0,0,0,0,0,1,0,4.75,17.0,1
51,0,0,1,0,0,0,0,0,0,1,0,4.25,16.5,1
57,0,0,0,0,1,1,0,0,0,1,0,4.5,20.0,1
58,0,0,0,0,1,1,0,0,0,1,0,4.5,18.0,1
59,0,0,0,0,1,0,0,0,0,1,0,4.25,12.0,1
60,0,0,0,0,1,0,0,0,0,1,0,4.25,25.0,1
407,0,0,1,0,0,1,0,0,0,0,1,4.25,11.0,1
430,0,1,0,0,0,0,0,0,0,1,0,4.25,27.0,1
432,0,1,0,0,0,0,0,0,0,1,0,5.05,34.0,1
433,0,1,0,0,0,0,0,0,0,1,0,,25.0,1
434,0,1,0,0,0,0,0,0,0,1,0,4.25,37.5,1
435,0,1,0,0,0,0,0,0,0,1,0,4.25,21.0,1
438,0,0,1,0,0,0,0,0,0,1,0,4.25,9.5,1
440,0,0,0,0,1,0,0,0,0,1,0,,18.0,1
441,0,0,0,0,1,0,0,0,0,1,0,4.25,18.0,1
443,0,0,0,0,1,0,0,0,0,1,0,4.35,19.0,1
444,0,0,0,0,1,0,0,0,0,1,0,4.5,31.5,1
446,0,1,0,0,0,0,0,0,0,0,1,5.0,23.0,1
448,0,1,0,0,0,0,0,0,0,0,1,4.5,24.5,1
449,0,1,0,0,0,0,0,0,0,0,1,5.0,27.5,1
450,0,1,0,0,0,0,0,0,0,0,1,4.75,34.5,1
454,0,0,1,0,0,1,0,0,0,0,1,5.0,14.0,1
459,0,0,0,1,0,1,0,0,0,0,1,4.35,15.0,1
466,0,0,0,0,1,0,0,0,0,0,1,,23.0,1
471,0,1,0,0,0,0,0,0,0,0,1,4.25,26.5,1
472,0,1,0,0,0,0,0,0,0,0,1,4.9,23.5,1
473,0,1,0,0,0,0,0,0,0,0,1,4.5,35.5,1
475,0,1,0,0,0,0,0,0,0,0,1,4.5,21.0,1
476,0,1,0,0,0,0,0,0,0,1,0,4.75,23.0,1
477,0,1,0,0,0,0,0,0,0,0,1,6.25,20.0,1
478,0,1,0,0,0,0,0,0,0,1,0,4.35,27.0,1
485,0,0,1,0,0,1,0,0,0,0,1,4.5,13.0,1
491,0,0,0,1,0,0,0,0,0,0,1,,0.0,1
492,0,0,0,1,0,1,0,0,0,0,1,4.5,13.5,1
497,0,0,0,0,1,1,0,0,0,0,1,,,1
498,0,0,0,0,1,1,0,0,0,0,1,5.0,26.75,1
501,0,1,0,0,0,0,0,0,0,0,1,4.75,43.5,1
503,0,1,0,0,0,0,0,0,0,0,1,4.5,41.25,1
510,0,0,0,1,0,1,0,0,0,0,1,,14.25,1
511,0,0,0,1,0,1,0,0,0,0,1,4.75,12.5,1
514,0,0,0,1,0,0,0,0,0,0,1,4.25,34.0,1
516,0,0,0,1,0,1,0,0,0,0,1,4.91,10.0,1
521,0,1,0,0,0,0,0,0,0,1,0,4.4,14.0,1
522,0,1,0,0,0,0,0,0,0,1,0,4.25,17.5,1
113,1,1,0,0,0,0,0,1,0,0,0,5.05,27.0,1
123,1,1,0,0,0,0,0,1,0,0,0,5.05,21.5,1
135,1,0,0,1,0,0,0,1,0,0,0,5.05,23.0,1
138,1,0,0,1,0,1,0,0,1,0,0,5.05,21.5,1
153,1,1,0,0,0,0,0,0,1,0,0,5.05,34.5,1
181,1,0,1,0,0,0,0,0,1,0,0,5.05,10.5,1
191,1,0,0,0,1,0,0,0,1,0,0,5.05,16.5,1
231,1,1,0,0,0,0,0,0,1,0,0,5.05,23.0,1
236,1,1,0,0,0,0,0,0,1,0,0,5.05,38.0,1
254,1,0,0,0,1,0,1,0,0,0,0,5.25,36.0,1
255,1,0,0,0,1,0,1,0,0,0,0,,16.0,1
294,1,1,0,0,0,0,0,0,1,0,0,5.05,20.5,1
306,1,0,0,1,0,1,0,0,1,0,0,5.05,19.0,1
311,1,0,0,0,1,0,0,0,1,0,0,5.05,53.0,1
315,1,1,0,0,0,0,1,0,0,0,0,5.05,16.5,1
335,1,1,0,0,0,1,1,0,0,0,0,5.05,16.5,1
372,1,1,0,0,0,1,0,0,1,0,0,5.05,45.0,1
6,1,0,0,1,0,1,0,1,0,0,0,5.05,8.0,1
14,1,0,1,0,0,0,0,1,0,0,0,5.05,15.5,1
26,1,1,0,0,0,0,0,0,1,0,0,5.05,24.0,1
27,1,0,1,0,0,1,0,1,0,0,0,5.05,7.5,1
30,1,0,1,0,0,0,0,0,1,0,0,5.05,7.5,1
31,1,0,1,0,0,0,0,1,0,0,0,5.05,18.5,1
33,1,0,0,1,0,0,0,0,1,0,0,5.05,16.5,1
36,1,0,0,0,1,0,0,1,0,0,0,5.05,33.5,1
77,1,0,0,1,0,0,0,0,1,0,0,5.05,37.0,1
78,1,0,0,1,0,1,0,0,1,0,0,5.05,18.0,1
81,1,0,0,0,1,0,0,0,1,0,0,5.05,26.5,1
82,1,0,0,0,1,0,0,0,1,0,0,5.05,33.0,1
83,1,0,0,0,1,0,0,0,1,0,0,5.05,,1
85,1,1,0,0,0,0,0,1,0,0,0,5.05,20.5,1
89,1,1,0,0,0,1,0,1,0,0,0,5.5,24.5,1
94,1,0,1,0,0,0,0,1,0,0,0,5.05,16.0,1
103,1,0,0,0,1,0,0,0,1,0,0,5.05,,1
112,1,0,0,0,1,0,0,0,1,0,0,5.05,23.5,1
128,1,0,1,0,0,1,0,1,0,0,0,5.05,13.0,1
129,1,0,0,1,0,0,0,1,0,0,0,5.05,20.0,1
131,1,0,0,1,0,0,0,1,0,0,0,5.05,22.0,1
139,1,0,0,0,1,0,0,1,0,0,0,5.5,28.5,1
143,1,0,0,0,1,0,0,1,0,0,0,,,1
144,1,0,0,0,1,0,0,1,0,0,0,5.05,25.5,1
145,1,1,0,0,0,0,0,0,1,0,0,5.28,18.0,1
147,1,1,0,0,0,0,0,0,1,0,0,5.25,9.0,1
148,1,1,0,0,0,0,0,0,1,0,0,5.05,26.5,1
151,1,1,0,0,0,0,0,0,1,0,0,,0.0,1
152,1,1,0,0,0,0,0,0,1,0,0,5.05,23.75,1
157,1,0,1,0,0,0,0,0,1,0,0,5.5,18.0,1
161,1,0,0,1,0,1,0,0,1,0,0,5.05,36.0,1
163,1,0,0,1,0,1,0,0,1,0,0,5.05,21.0,1
164,1,0,0,1,0,1,0,0,1,0,0,5.05,15.5,1
165,1,0,0,0,1,0,0,0,1,0,0,5.05,22.5,1
169,1,1,0,0,0,1,0,0,1,0,0,5.05,27.0,1
170,1,1,0,0,0,1,0,0,1,0,0,5.05,34.0,1
187,1,0,0,1,0,0,0,0,1,0,0,5.05,16.75,1
190,1,0,0,1,0,1,0,0,1,0,0,5.05,26.0,1
196,1,0,0,0,1,1,0,0,1,0,0,5.05,18.0,1
197,1,1,0,0,0,0,0,0,1,0,0,5.05,20.5,1
234,1,1,0,0,0,0,0,0,1,0,0,5.05,15.0,1
240,1,0,0,1,0,1,0,0,1,0,0,5.05,25.5,1
241,1,0,0,1,0,0,0,0,1,0,0,5.05,,1
242,1,0,0,1,0,1,0,0,1,0,0,5.05,20.0,1
245,1,0,0,1,0,0,0,0,1,0,0,5.05,18.0,1
259,1,1,0,0,0,0,1,0,0,0,0,5.05,26.5,1
268,1,1,0,0,0,1,1,0,0,0,0,5.05,23.25,1
271,1,0,1,0,0,1,1,0,0,0,0,5.05,10.5,1
272,1,0,1,0,0,1,1,0,0,0,0,5.25,12.0,1
274,1,0,1,0,0,1,1,0,0,0,0,5.05,9.5,1
276,1,0,1,0,0,1,1,0,0,0,0,5.05,15.5,1
296,1,1,0,0,0,1,0,0,1,0,0,5.05,14.5,1
299,1,0,1,0,0,1,0,0,1,0,0,5.05,14.0,1
301,1,0,1,0,0,1,0,0,1,0,0,5.05,6.5,1
320,1,0,1,0,0,0,1,0,0,0,0,5.05,10.0,1
321,1,0,1,0,0,0,1,0,0,0,0,5.05,11.5,1
324,1,0,0,1,0,0,1,0,0,0,0,5.05,46.5,1
326,1,0,0,1,0,1,1,0,0,0,0,5.05,26.5,1
330,1,0,0,0,1,0,1,0,0,0,0,5.67,16.0,1
334,1,1,0,0,0,0,1,0,0,0,0,5.05,13.0,1
349,1,0,0,1,0,1,1,0,0,0,0,5.05,14.0,1
354,1,0,0,0,1,0,1,0,0,0,0,5.05,15.5,1
356,1,0,0,0,1,0,1,0,0,0,0,5.05,18.0,1
357,1,0,0,0,1,0,0,0,1,0,0,5.25,27.0,1
371,1,1,0,0,0,0,0,0,1,0,0,5.25,27.0,1
373,1,1,0,0,0,1,0,0,1,0,0,5.05,29.5,1
375,1,1,0,0,0,0,0,0,1,0,0,5.5,16.5,1
378,1,1,0,0,0,1,0,0,1,0,0,5.05,31.5,1
381,1,1,0,0,0,0,0,0,1,0,0,5.05,27.5,1
403,1,0,0,1,0,1,0,0,1,0,0,5.05,25.5,1
406,1,0,0,0,1,1,0,0,1,0,0,5.5,32.0,1
407,1,0,0,0,1,1,0,0,1,0,0,5.5,14.5,1
409,1,1,0,0,0,0,0,0,1,0,0,5.05,10.5,1
1,1,1,0,0,0,0,0,1,0,0,0,5.05,44.0,1
2,1,1,0,0,0,0,0,1,0,0,0,5.25,15.5,1
3,1,0,1,0,0,0,0,1,0,0,0,5.05,10.5,1
4,1,0,0,1,0,0,0,1,0,0,0,5.05,24.0,1
5,1,0,0,1,0,0,0,1,0,0,0,5.15,29.0,1
8,1,0,0,0,1,0,0,1,0,0,0,5.05,30.5,1
9,1,1,0,0,0,0,0,1,0,0,0,5.05,20.0,1
10,1,1,0,0,0,0,0,1,0,0,0,5.05,26.5,1
11,1,1,0,0,0,0,0,1,0,0,0,5.05,27.0,1
12,1,1,0,0,0,0,0,1,0,0,0,5.05,26.5,1
13,1,0,1,0,0,0,0,1,0,0,0,5.0,10.5,1
15,1,0,0,1,0,0,0,1,0,0,0,5.05,18.0,1
16,1,0,0,1,0,0,0,1,0,0,0,5.05,18.5,1
17,1,0,0,1,0,0,0,1,0,0,0,5.05,25.5,1
18,1,0,0,1,0,0,0,1,0,0,0,5.05,32.0,1
19,1,1,0,0,0,0,1,0,0,0,0,5.05,33.0,1
21,1,0,1,0,0,0,1,0,0,0,0,5.05,7.5,1
22,1,0,0,1,0,0,1,0,0,0,0,5.05,12.5,1
23,1,1,0,0,0,0,0,0,1,0,0,5.05,24.0,1
24,1,1,0,0,0,0,0,1,0,0,0,5.05,29.0,1
28,1,0,1,0,0,0,0,0,1,0,0,,10.0,1
29,1,0,1,0,0,0,0,0,1,0,0,5.05,9.5,1
32,1,0,0,1,0,0,0,0,1,0,0,5.05,17.5,1
34,1,0,0,1,0,1,0,0,1,0,0,5.05,17.5,1
35,1,0,0,0,1,0,0,0,1,0,0,5.05,25.0,1
38,1,1,0,0,0,0,0,1,0,0,0,5.05,26.0,1
63,1,1,0,0,0,1,0,0,1,0,0,5.05,24.0,1
64,1,1,0,0,0,0,0,0,1,0,0,5.05,22.5,1
65,1,1,0,0,0,0,0,0,1,0,0,5.05,,1
66,1,1,0,0,0,0,0,0,1,0,0,5.05,35.0,1
67,1,1,0,0,0,0,0,0,1,0,0,5.05,17.75,1
68,1,1,0,0,0,0,0,0,1,0,0,5.05,24.5,1
69,1,1,0,0,0,0,0,0,1,0,0,5.05,16.5,1
70,1,1,0,0,0,0,0,0,1,0,0,5.05,30.0,1
71,1,1,0,0,0,0,0,0,1,0,0,5.05,39.0,1
73,1,0,1,0,0,0,0,0,1,0,0,5.05,17.0,1
75,1,0,1,0,0,0,0,0,1,0,0,5.05,12.5,1
76,1,0,0,1,0,1,0,0,1,0,0,5.05,38.5,1
79,1,0,0,1,0,1,0,0,1,0,0,5.05,20.0,1
80,1,0,0,0,1,0,0,0,1,0,0,5.05,21.0,1
84,1,1,0,0,0,0,0,1,0,0,0,5.05,32.0,1
86,1,1,0,0,0,0,0,1,0,0,0,5.05,19.0,1
87,1,1,0,0,0,0,0,1,0,0,0,5.05,20.0,1
88,1,1,0,0,0,0,1,0,0,0,0,5.05,26.5,1
91,1,1,0,0,0,1,0,1,0,0,0,5.05,19.0,1
92,1,1,0,0,0,1,0,1,0,0,0,5.05,20.0,1
93,1,1,0,0,0,1,0,0,1,0,0,5.05,22.5,1
95,1,0,1,0,0,0,0,1,0,0,0,5.05,10.0,1
96,1,0,1,0,0,0,0,0,1,0,0,5.05,12.5,1
97,1,0,1,0,0,0,0,1,0,0,0,5.05,11.0,1
98,1,0,1,0,0,0,0,1,0,0,0,5.05,12.5,1
99,1,0,0,1,0,1,0,1,0,0,0,5.05,59.0,1
101,1,0,0,1,0,0,0,1,0,0,0,5.05,19.0,1
102,1,0,0,1,0,0,1,0,0,0,0,5.05,15.5,1
104,1,0,0,0,1,0,0,1,0,0,0,5.05,19.0,1
105,1,1,0,0,0,0,0,0,1,0,0,5.05,26.5,1
106,1,1,0,0,0,0,0,0,1,0,0,5.05,17.5,1
107,1,1,0,0,0,1,0,0,1,0,0,5.05,20.5,1
108,1,1,0,0,0,0,0,0,1,0,0,5.05,28.0,1
111,1,0,0,1,0,0,0,0,1,0,0,5.05,30.25,1
114,1,1,0,0,0,0,0,1,0,0,0,5.25,44.0,1
115,1,1,0,0,0,0,0,1,0,0,0,5.05,17.5,1
116,1,1,0,0,0,0,0,1,0,0,0,5.05,31.0,1
118,1,1,0,0,0,0,0,0,1,0,0,5.05,31.0,1
119,1,1,0,0,0,0,0,0,1,0,0,5.05,28.5,1
120,1,1,0,0,0,1,0,1,0,0,0,5.05,19.0,1
122,1,1,0,0,0,0,0,0,1,0,0,5.05,41.0,1
124,1,1,0,0,0,0,0,1,0,0,0,5.05,28.0,1
125,1,0,1,0,0,0,0,1,0,0,0,5.05,9.5,1
130,1,0,0,1,0,1,0,1,0,0,0,5.05,25.0,1
132,1,0,0,1,0,1,0,1,0,0,0,5.5,28.0,1
133,1,0,0,1,0,1,0,1,0,0,0,5.05,16.0,1
134,1,0,0,1,0,0,0,1,0,0,0,5.05,22.75,1
136,1,0,0,1,0,1,0,1,0,0,0,,,1
137,1,0,0,1,0,1,0,0,1,0,0,5.05,32.0,1
140,1,0,0,0,1,0,0,1,0,0,0,5.67,27.5,1
141,1,0,0,0,1,0,0,1,0,0,0,5.05,25.5,1
142,1,0,0,0,1,0,0,0,1,0,0,5.05,60.5,1
146,1,1,0,0,0,0,0,0,1,0,0,5.05,20.5,1
149,1,1,0,0,0,0,0,0,1,0,0,5.05,16.0,1
150,1,1,0,0,0,0,0,0,1,0,0,5.75,25.0,1
156,1,1,0,0,0,0,0,0,1,0,0,5.05,13.0,1
158,1,0,1,0,0,0,0,0,1,0,0,5.05,9.0,1
159,1,0,1,0,0,0,0,0,1,0,0,5.25,16.5,1
162,1,0,0,1,0,1,0,0,1,0,0,5.05,21.0,1
166,1,0,0,0,1,0,0,0,1,0,0,5.05,21.5,1
168,1,1,0,0,0,0,0,0,1,0,0,5.25,20.0,1
171,1,1,0,0,0,1,0,0,1,0,0,5.05,21.25,1
172,1,1,0,0,0,0,0,0,1,0,0,5.05,21.5,1
173,1,1,0,0,0,0,0,0,1,0,0,5.05,31.0,1
174,1,1,0,0,0,0,0,0,1,0,0,5.05,33.0,1
176,1,1,0,0,0,0,0,0,1,0,0,5.05,37.75,1
178,1,0,1,0,0,1,0,0,1,0,0,5.05,9.0,1
179,1,0,1,0,0,0,0,0,1,0,0,5.05,11.0,1
180,1,0,1,0,0,0,0,0,1,0,0,5.05,12.75,1
182,1,0,1,0,0,0,1,0,0,0,0,5.05,10.5,1
183,1,0,1,0,0,0,0,0,1,0,0,5.05,22.0,1
185,1,0,1,0,0,0,0,1,0,0,0,5.05,8.0,1
186,1,0,0,1,0,0,0,0,1,0,0,5.05,25.0,1
189,1,0,0,1,0,0,0,0,1,0,0,5.05,12.5,1
192,1,0,0,0,1,0,0,0,1,0,0,5.25,22.5,1
193,1,0,0,0,1,0,0,0,1,0,0,5.05,11.5,1
195,1,0,0,0,1,0,0,0,1,0,0,5.05,23.5,1
198,1,1,0,0,0,0,0,0,1,0,0,5.05,30.0,1
199,1,0,1,0,0,0,0,0,1,0,0,5.05,16.5,1
200,1,1,0,0,0,0,0,0,1,0,0,5.05,29.0,1
201,1,1,0,0,0,0,0,0,1,0,0,5.05,30.0,1
202,1,1,0,0,0,0,0,0,1,0,0,5.05,22.5,1
203,1,1,0,0,0,0,0,0,1,0,0,5.05,24.0,1
204,1,1,0,0,0,0,0,0,1,0,0,5.05,21.75,1
207,1,0,1,0,0,1,0,0,1,0,0,5.2,13.5,1
208,1,0,0,1,0,1,0,0,1,0,0,5.05,24.0,1
209,1,0,0,1,0,1,0,0,1,0,0,5.05,28.5,1
210,1,0,0,0,1,1,0,0,1,0,0,5.05,10.0,1
211,1,1,0,0,0,0,1,0,0,0,0,5.05,23.5,1
212,1,1,0,0,0,0,1,0,0,0,0,5.05,30.5,1
213,1,1,0,0,0,1,1,0,0,0,0,5.05,24.75,1
214,1,1,0,0,0,0,1,0,0,0,0,5.05,22.5,1
215,1,1,0,0,0,0,1,0,0,0,0,5.05,28.0,1
216,1,0,1,0,0,0,1,0,0,0,0,5.05,14.0,1
217,1,0,1,0,0,1,1,0,0,0,0,5.05,9.0,1
218,1,0,1,0,0,1,1,0,0,0,0,5.05,9.5,1
219,1,0,1,0,0,1,1,0,0,0,0,5.05,15.5,1
220,1,0,1,0,0,0,1,0,0,0,0,5.05,12.0,1
221,1,0,1,0,0,0,1,0,0,0,0,5.05,11.5,1
222,1,0,0,1,0,1,1,0,0,0,0,5.05,12.5,1
223,1,0,0,1,0,1,1,0,0,0,0,5.05,16.0,1
225,1,0,0,1,0,1,1,0,0,0,0,5.05,28.5,1
226,1,0,0,0,1,0,1,0,0,0,0,5.3,15.0,1
228,1,0,0,0,1,0,1,0,0,0,0,5.05,23.5,1
229,1,1,0,0,0,0,0,0,1,0,0,5.5,30.5,1
230,1,1,0,0,0,0,0,0,1,0,0,5.05,26.5,1
232,1,1,0,0,0,0,0,0,1,0,0,5.05,27.0,1
233,1,1,0,0,0,0,0,0,1,0,0,5.05,21.5,1
235,1,1,0,0,0,0,0,0,1,0,0,5.05,,1
237,1,1,0,0,0,0,0,0,1,0,0,5.05,21.5,1
238,1,0,1,0,0,1,0,0,1,0,0,5.05,37.5,1
239,1,0,1,0,0,0,0,0,1,0,0,5.05,11.5,1
243,1,0,0,1,0,1,0,0,1,0,0,5.05,21.0,1
244,1,0,0,1,0,1,0,0,1,0,0,5.05,28.0,1
247,1,0,0,0,1,0,0,0,1,0,0,5.05,24.0,1
248,1,0,0,0,1,0,0,0,1,0,0,5.05,23.0,1
249,1,1,0,0,0,0,1,0,0,0,0,5.05,19.0,1
250,1,0,1,0,0,1,1,0,0,0,0,5.05,7.0,1
253,1,0,0,1,0,1,1,0,0,0,0,5.05,14.0,1
257,1,1,0,0,0,0,1,0,0,0,0,,,1
258,1,1,0,0,0,0,1,0,0,0,0,5.05,32.0,1
260,1,1,0,0,0,1,1,0,0,0,0,5.05,22.0,1
262,1,1,0,0,0,0,1,0,0,0,0,5.05,14.25,1
264,1,1,0,0,0,0,1,0,0,0,0,5.05,16.5,1
265,1,1,0,0,0,0,1,0,0,0,0,,0.0,1
267,1,1,0,0,0,0,1,0,0,0,0,5.05,47.5,1
269,1,0,1,0,0,1,1,0,0,0,0,5.05,15.5,1
273,1,0,1,0,0,1,1,0,0,0,0,5.05,10.5,1
275,1,0,1,0,0,1,1,0,0,0,0,5.05,7.0,1
277,1,0,1,0,0,1,1,0,0,0,0,5.05,11.0,1
278,1,0,1,0,0,1,1,0,0,0,0,5.05,8.5,1
282,1,0,0,1,0,1,1,0,0,0,0,,0.0,1
284,1,0,0,1,0,1,1,0,0,0,0,5.05,15.0,1
285,1,0,0,1,0,1,1,0,0,0,0,5.05,13.5,1
286,1,0,0,1,0,1,1,0,0,0,0,5.05,12.5,1
287,1,0,0,1,0,1,1,0,0,0,0,5.05,12.5,1
288,1,0,0,1,0,1,1,0,0,0,0,5.05,12.5,1
289,1,0,0,1,0,1,1,0,0,0,0,5.05,10.0,1
290,1,0,0,0,1,0,1,0,0,0,0,5.05,13.5,1
291,1,0,0,0,1,0,1,0,0,0,0,5.1,16.0,1
292,1,0,0,0,1,0,1,0,0,0,0,5.05,23.5,1
295,1,1,0,0,0,0,0,0,1,0,0,5.05,,1
297,1,1,0,0,0,1,0,0,1,0,0,5.05,34.0,1
303,1,0,0,1,0,1,0,0,1,0,0,5.05,32.5,1
304,1,0,0,1,0,0,0,0,1,0,0,5.05,21.5,1
305,1,0,0,1,0,1,0,0,1,0,0,5.05,20.0,1
307,1,0,0,1,0,1,0,0,1,0,0,5.2,43.5,1
310,1,0,0,0,1,0,0,0,1,0,0,5.05,17.5,1
312,1,1,0,0,0,0,1,0,0,0,0,5.05,7.0,1
313,1,1,0,0,0,0,1,0,0,0,0,5.05,,1
314,1,1,0,0,0,0,1,0,0,0,0,5.25,22.0,1
316,1,1,0,0,0,1,1,0,0,0,0,5.05,22.0,1
317,1,1,0,0,0,0,1,0,0,0,0,5.05,7.0,1
318,1,0,1,0,0,0,1,0,0,0,0,5.05,14.0,1
319,1,0,1,0,0,0,1,0,0,0,0,5.05,27.0,1
322,1,0,0,1,0,1,1,0,0,0,0,5.05,18.5,1
325,1,0,0,1,0,1,1,0,0,0,0,5.05,11.5,1
333,1,1,0,0,0,0,0,1,0,0,0,5.05,16.0,1
336,1,1,0,0,0,0,1,0,0,0,0,5.05,25.0,1
337,1,1,0,0,0,1,1,0,0,0,0,5.05,30.5,1
339,1,1,0,0,0,1,1,0,0,0,0,5.05,11.5,1
340,1,1,0,0,0,0,1,0,0,0,0,5.05,25.5,1
341,1,0,1,0,0,1,1,0,0,0,0,5.05,9.5,1
343,1,0,1,0,0,1,1,0,0,0,0,5.05,11.5,1
346,1,0,1,0,0,1,1,0,0,0,0,,12.0,1
348,1,0,0,1,0,1,0,1,0,0,0,,0.0,1
350,1,0,0,1,0,1,1,0,0,0,0,5.05,17.0,1
351,1,0,0,1,0,1,1,0,0,0,0,5.05,24.0,1
352,1,0,0,1,0,1,0,0,1,0,0,,,1
353,1,0,0,1,0,1,1,0,0,0,0,5.05,,1
355,1,0,0,0,1,0,0,1,0,0,0,,13.5,1
359,1,1,0,0,0,1,1,0,0,0,0,5.05,17.0,1
360,1,1,0,0,0,0,1,0,0,0,0,5.05,28.0,1
361,1,1,0,0,0,0,1,0,0,0,0,5.05,21.5,1
362,1,0,1,0,0,0,1,0,0,0,0,5.05,30.0,1
363,1,0,1,0,0,0,1,0,0,0,0,5.2,19.5,1
364,1,0,1,0,0,0,1,0,0,0,0,5.05,20.0,1
366,1,0,0,1,0,0,1,0,0,0,0,5.05,14.5,1
368,1,0,0,0,1,0,1,0,0,0,0,5.05,14.5,1
369,1,1,0,0,0,1,0,0,1,0,0,,0.0,1
370,1,1,0,0,0,0,0,0,1,0,0,5.05,31.5,1
376,1,1,0,0,0,0,0,0,1,0,0,5.05,11.5,1
377,1,1,0,0,0,0,0,0,1,0,0,5.05,20.0,1
379,1,1,0,0,0,0,0,0,1,0,0,5.05,34.0,1
380,1,1,0,0,0,0,0,0,1,0,0,5.05,25.0,1
383,1,1,0,0,0,0,0,0,1,0,0,5.05,10.0,1
384,1,1,0,0,0,0,0,0,1,0,0,5.05,18.0,1
385,1,1,0,0,0,0,0,0,1,0,0,5.05,25.0,1
386,1,1,0,0,0,0,0,0,1,0,0,5.05,23.0,1
391,1,0,1,0,0,0,0,0,1,0,0,5.05,17.5,1
393,1,0,1,0,0,1,0,0,1,0,0,5.25,23.0,1
396,1,0,0,1,0,1,0,0,1,0,0,5.4,26.0,1
397,1,0,0,1,0,1,0,0,1,0,0,5.05,16.5,1
398,1,0,0,1,0,1,0,0,1,0,0,5.05,35.5,1
399,1,0,0,1,0,1,0,0,1,0,0,5.05,31.0,1
400,1,0,0,1,0,1,0,0,1,0,0,5.05,23.0,1
401,1,0,0,1,0,0,0,0,1,0,0,5.05,22.5,1
402,1,0,0,1,0,1,0,0,1,0,0,5.05,21.5,1
405,1,0,0,1,0,1,0,0,1,0,0,5.05,12.0,1
410,1,1,0,0,0,0,0,0,1,0,0,5.05,20.5,1
411,1,1,0,0,0,0,0,0,1,0,0,5.05,25.0,1
412,1,0,1,0,0,0,0,1,0,0,0,5.05,8.5,1
413,1,1,0,0,0,0,0,0,1,0,0,5.05,13.0,1
414,1,1,0,0,0,0,0,0,1,0,0,5.05,21.5,1
415,1,1,0,0,0,0,0,0,1,0,0,5.05,23.0,1
417,1,1,0,0,0,1,0,0,1,0,0,5.05,25.5,1
418,1,1,0,0,0,0,0,0,1,0,0,5.05,21.5,1
419,1,0,1,0,0,1,0,0,1,0,0,5.05,9.5,1
421,1,0,1,0,0,1,0,0,1,0,0,5.05,36.5,1
422,1,0,1,0,0,0,0,0,1,0,0,5.05,16.0,1
423,1,0,1,0,0,1,0,0,1,0,0,5.25,23.75,1
424,1,0,1,0,0,1,0,0,1,0,0,5.25,17.5,1
426,1,0,0,1,0,1,0,0,1,0,0,5.05,20.5,1
427,1,0,0,0,1,0,0,0,1,0,0,5.05,20.5,1
428,1,0,0,0,1,0,0,0,1,0,0,5.14,25.0,1
